"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"15365","433","Bronze Fitting for Standard","","London, British Museum, 1930.6-12.1","England,Greater London,Cirty of London,Tower Street,1883","Tower Street, London WC2H, UK","51.5133234","-0.12802269999997407","","None","None","1883","148","51","","205","","","7","Width: at base of plate 51mm; at base of socket 26mm,Thickness: of plate 7mm; at base of socket 25mm,Weight: 205 gms exclusive of wooden stump.","Bronze","","Plates are crushed together, but the line indicating the inner edges can be clearly seen. The upper part of them is slightly bent over to one side. Base of the socket it broken. The remaining piece includes one rivet hole.","","New drawing available.,CI","Joellen mcGann","https://farm6.staticflickr.com/5606/15576762946_ee837e3348_b.jpg","https://www.flickr.com/photos/MicroPasts/15576762946","superuser",-0.128,51.5133,"miscellaneous"
"15366","433","Winged Axes; 2 Fragments","A5","Museum of Arch. + Ethnology, Cambridge,23.116a, 23.198a","England,Hertfordshire,Rushden,Cumberlow Green","Cumberlow Green, Buntingford, Hertfordshire SG9, UK","51.958025","-0.10794199999998","","None","None","None","","","","","","","","","","Cumberlow Gn. Hoard","","Evans, Bronze Imps., 94,J.R.A.J., VI, 195","","Joellen mcGann","https://farm6.staticflickr.com/5608/15414326518_4fe1dd8fde_b.jpg","https://www.flickr.com/photos/MicroPasts/15414326518","superuser",-0.1079,51.958,"miscellaneous"
"15367","433","Cake Fragment","","London, British Museum, 53.11-28.2","England,Hertfordshire,St. Michael Rural,Gorhambury,Westwick Row","Gorhambury, St Albans, Hertfordshire AL3 6AH, UK","51.75817319999999","-0.38786479999998846","TL 11 07","None","None","None","58","31","","","","Gray-black","21","","","","","","CI","Joellen mcGann","https://farm4.staticflickr.com/3953/14980277033_7e160cb26f_b.jpg","https://www.flickr.com/photos/MicroPasts/14980277033","superuser",-0.3879,51.7582,"miscellaneous"
"15368","433","2 Lumps of Copper","3","British Museum, 79.3-20.1,2,3 + 4,Presented by Frederick Thomas Fossey, Esq.,20/3/1879","England,Hertfordshire,Rushden,Cumberlow Green,Founder's Hoard","Cumberlow Green, Buntingford, Hertfordshire SG9, UK","51.958025","-0.10794199999998","TL 30 30","None","None","None","","","","520","Brown","Corroded","","","","Hoard consisting of 1 winged axe, 9 socketed axes, and 3 fragments, 2 fragments of swords, 1 fragment of thin metal plate, 4 lumps of metal and a fragment of dark grey pottery. 1-20.","Four irregular lumps as smelted.,Weights; 520 gms; 487 gms; 581 gms; 224 gms","","CI","Joellen mcGann","https://farm4.staticflickr.com/3947/15600434375_29d023ca64_b.jpg","https://www.flickr.com/photos/MicroPasts/15600434375","superuser",-0.1079,51.958,"miscellaneous"
"15369","433","Frag-Sheet","","British Museum, 79.3-20.17","England,Hertfordshire,Rushden,Cumberlow Green","Cumberlow Green, Buntingford, Hertfordshire SG9, UK","51.958025","-0.10794199999998","TL 30 30","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm4.staticflickr.com/3940/15414326398_7ef388ea41_b.jpg","https://www.flickr.com/photos/MicroPasts/15414326398","superuser",-0.1079,51.958,"miscellaneous"
"15370","433","Axe Blade Fragment","","London, British Museum, 93.4-26.121,Presented by A. W. Franks,26/4/93","England,Kent,(Isle of Thanet),Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","47","","","","","","","","","Founder's Hoard, 93.4-26.9-151","","Proc. Soc. Ant. 2nd ser., XIV, 309,Proc. Soc. Ant. 2nd ser., XV, 138,V.C.H. Kent, 1, 322,R.F. Jessup, 'Kent', 110","ND 75,CI","Joellen mcGann","https://farm6.staticflickr.com/5612/15600434295_fec6d9ac6b_b.jpg","https://www.flickr.com/photos/MicroPasts/15600434295","superuser",1.3144,51.3367,"miscellaneous"
"15371","433","Fragment of Winged Axe","A5","London, British Museum,Given by H. Peachey, 151 Bingham Road, Addiscombe, Nr. Croydon, about 1946","England,Kent,Dartford","Dartford, Kent, UK","51.44621","0.21687199999996665","","None","None","None","72","43","","158","Browny-green","Considerable amount of encrustment, especially along one edge.","16","","","5 socketed celts; 4 socketed celt fragments; 1 Palstave Fragment; 1 Sword Fragment; 1 Fragment of ? Blade; 20 metal lumps.","Part of blade; cutting edge partly missing; whole of butt and stop ridge missing; part of ""heart-shaped"" depression on each face at base of blade; no mould marks.","Brailsford, P.P.S.,P.P.S. 1947, p. 175","","Joellen mcGann","https://farm4.staticflickr.com/3937/14980276943_82d5c31703_b.jpg","https://www.flickr.com/photos/MicroPasts/14980276943","superuser",0.2169,51.4462,"miscellaneous"
"15372","433","Winged Celt Fragment","","Dover Museum","England,Kent,Buckland, Brick Fields,Dover","Buckland, Dover, Dover, Kent CT17, UK","51.1371","1.2952000000000226","","None","None","None","54","24","42","90","Practically no patina, golden bronze slightly visible.","rRough and heavily encrusted all over. A lot a clay adhering.","6","Thickness: 5.5mm; 30mm,Weight: 90.26 gms","","Dug up with a number of celts and fragments","","","","Joellen mcGann","https://farm4.staticflickr.com/3946/15414326288_1e49cd456c_b.jpg","https://www.flickr.com/photos/MicroPasts/15414326288","superuser",1.2952,51.1371,"miscellaneous"
"15373","433","Winged Celt Fragment","A5","Dover Museum","England,Kent,Buckland, Brick Fields,Nr. Dover","Buckland, Dover, Dover, Kent CT17, UK","51.1371","1.2952000000000226","","None","None","None","61","21","","124","Some olive green patina.","Rough and very much encrusted. Clay adheres all over.","27","Width: butt 21mm; middle 25.5mm,Thickness: 27mm; 6.5mm,Weight: 124.01 gms","","Dug up with a number of celts and fragments.","","","","Joellen mcGann","https://farm4.staticflickr.com/3940/15414837270_81d3b2e3df_b.jpg","https://www.flickr.com/photos/MicroPasts/15414837270","superuser",1.2952,51.1371,"miscellaneous"
"15374","433","Jet","","British Museum, 1893.2-5.28,Given by A. W. Franks, Esq.","England,Kent,(Rochester, near),Stoke, Hoo,Founder's Hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","","","","","Brownish","Corroded","","","","1-23: Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords, and 3 cakes of metal.","","","Almost OK,CI","Joellen mcGann","https://farm4.staticflickr.com/3947/15413817389_bec712063f_b.jpg","https://www.flickr.com/photos/MicroPasts/15413817389","superuser",0.6213,51.4461,"miscellaneous"
"15375","433","Jet From Casting","","British Museum, 93.4-26.147,Presented by A. W. Franks, Esq.,26/4/1893","England,Kent,Isle of Thanet,Minster (Ebbs Fleet 1893),Founder's Hoard","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","","","","33","Green","Corroded","","","","9-151: Hoard consisting of 1 palstave, 2 winged celts, 13 socketed celts, 3 spear-heads, fragment of sickle, triangular knife, socketed knife, socketed hammer, fragment of implement, flanged ring, 3 pieces of harness, and 2 jets.","","V.C.H. Kent, I, 322, 335,Proc. S. A. 2d Ser. Vol. XIV, p. 309,Proc. S. A. 2d S. Vol. XV, 138.,R.F. Jessup, 'Kent', 110, 259","Inacc.,See new index.,CI","Joellen mcGann","https://farm6.staticflickr.com/5607/15597774021_61fc935082_b.jpg","https://www.flickr.com/photos/MicroPasts/15597774021","superuser",1.3144,51.3367,"miscellaneous"
"15376","433","Jet from Casting","","British Museum, 93.4.26.145,Presented by A. W. Franks, Esq.,26/4/1893","England,Isle of Thanet,Minster (Ebbs Fleet 1893),Founder's Hoard","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","","","","106","Green","Very corroded","","","","Hoard consisting of 1 palstave, 2 winged celts, 13 socketed celts, 3 spear-heads, fragment of sickle, triangular knife, socketed knife, socketed hammer, fragment of implement, flanged ring, 3 pieces of harness, and 2 jets.","Circular top.","Proc. S. A. 2nd S., Vol. XIV, p. 309","Rather inacc.,See new index.,CI","Joellen mcGann","https://farm4.staticflickr.com/3949/15601270972_2f9581c998_b.jpg","https://www.flickr.com/photos/MicroPasts/15601270972","superuser",1.3144,51.3367,"miscellaneous"
"15377","433","3 Casting Jets","","British Museum, 93.4-26.146, 148, 149","England,Kent,Minster, Thanet","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm6.staticflickr.com/5612/15414326088_ef0514d113_b.jpg","https://www.flickr.com/photos/MicroPasts/15414326088","superuser",1.3144,51.3367,"miscellaneous"
"15378","433","Jet","","British Museum, W.G. 2162,Given by J. Pierpont Morgan, Esq., 1909,Greenwell Collection","England,Sussex (East),Lewes","Lewes, Lewes, East Sussex, UK","50.87387200000001","0.008780000000001564","","None","None","None","43","38","","54","Green","Green corroded","","","","Hoard of 5 palstaves, 7 socketed axes, 1 fragment, 1 jet, and 12 copper cakes.","Eval top; unequal ribs below","","Almost OK,New drawing available.,CI","Joellen mcGann","https://farm4.staticflickr.com/3933/14979695564_e2cb51f1fe_b.jpg","https://www.flickr.com/photos/MicroPasts/14979695564","superuser",0.0088,50.8739,"miscellaneous"
"15379","433","Collar Joint","","London, British Museum, 93.4-26.139,Presented by A. W. Franks,26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","40","10","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant. 2nd ser. XIV, 309,Proc. Soc. Ant. 2nd ser, XV, 138,V.C.H. Kent, I, 322.,R.F. Jessup, 'Kent', 110","ND 75,CI","Joellen mcGann","https://farm6.staticflickr.com/5606/15597773861_1a3bb68376_b.jpg","https://www.flickr.com/photos/MicroPasts/15597773861","superuser",1.3144,51.3367,"miscellaneous"
"15380","433","Collar Joint","","British Museum, 93.4-26.139,Presented by A. W. Franks, Esq.,26/4/1893","England,Kent,Isle of Thanet,Minster (Ebbs Fleet 1893),Founder's Hoard","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","39","35","","25","Brownish Green patina","Corroded","10","","","9-151: Hoard consisting of 1 palstave, 2 winged celts, 13 socketed celts, 3 spear-heads, fragment of sickle, triangular knife, socketed knife, socketed hammer, fragment of implement, flanged ring, 3 pieces of harness, and 2 jets.","Disc pierced with short tube.","V.C.H. Kent, I, 322, 335,Proc. S.A. 2d S., Vol. XIV, p. 309, Vol. XV, p. 138.,134 of Evans, fig. 503,R.F. Jessup, 'Kent', 110, 259, Pl. VI","OK (section),See new index.,CI","Joellen mcGann","https://farm6.staticflickr.com/5605/15414440477_518a1e927a_b.jpg","https://www.flickr.com/photos/MicroPasts/15414440477","superuser",1.3144,51.3367,"miscellaneous"
"15381","433","Collar Joint Rough Castin","10","Ashmolean Museum, Oxford,Evans Collection, 1927.2510","England,Kent,Isle of Harty,1871","Eastchurch, adj Harty Ferry Road, Eastchurch, Sheerness, Kent ME12, UK","51.397633","0.8862259999999651","","None","None","1871","","","","80","Dirty green and black patina.","","","","","Hoard of 32 pieces, Nos. 2490-2520, comprising 4 socketed celts and 3 moulds, 2 gouges, and 1 mould, 2 hammers, 2 anvils, 2 knives, 1 ? ferrule, 1? end of bracelet, 1 whetstone, 2 pieces of metal.","Diameter 63 x 65mm; Height: 14mm,Weight: 79.95 gms,Circular, slightly concave, with large collared central perforation.","Evans, Anc. Br. Imps, pp. 403, Fig. 503, Hoard No. 105,(For full references to Hoard, see Socketed Celt No. 2491)","""The stock-in-trade of an ancient bronze founder."" Evans, p. 442.","Joellen mcGann","https://farm6.staticflickr.com/5607/15414325948_e3a352e7d4_b.jpg","https://www.flickr.com/photos/MicroPasts/15414325948","superuser",0.8862,51.3976,"miscellaneous"
"15382","433","Copper Cake (Complete)","I","British Museum, 1931.3-14.26","England,Kent,Bexley (Heath),Founder's Hoard,Discovered in 1930 in a sand pit belonging to Mrs. Buxley, at a depth of 15-20 ft. from the surfact.","Bexleyheath, Greater London, UK","51.45334099999999","0.13822000000004664","TQ 48 75","None","None","1930","","","","1590","Greenish","Corroded","","","","1-25, 27-29: 21 Sock. Axes; 16 Sock. Axes Frags.; 1 Chisel; 1 Knife; 1 Gouge; 1 Spearhead; 1 Sword; Lump fragments","","Antiquaries Journal, Vol. XI, p. 170","No drawing.,CI","Joellen mcGann","https://farm4.staticflickr.com/3942/15600433945_b9606878c2_b.jpg","https://www.flickr.com/photos/MicroPasts/15600433945","superuser",0.1382,51.4533,"miscellaneous"
"15383","433","26 Copper Lumps Including Fragments of Bun Ingots","3","British Museum, 1931.3-14.27, 28, 29 + nonreg.; 1956.11-2.9","England,Kent,Bexley (Heath),Founder's Hoard,Discovered in 1930 in a sandpit belonging to Mrs. Buxley at a depth of 15-20 ft. from the surface.","Bexleyheath, Greater London, UK","51.45334099999999","0.13822000000004664","","None","None","1930","","","","8270","Greenish","Corroded","","","","1-29: 21 Socketed Celts; 16 Fragments Socketed Celts; 1 Chisel?' 1 Knife; 1 Gouge; 1 Spearhead; 1 Sword; 1 Copper Cake; Fragments Copper Cake","27 Messy fragments copper cake; 28 large fragments copper cake; 29 large fragments copper cake,Weights: 27) 8270 gms; 28) 939 gms; 29) 625 gms","Antiquaries Journal, Vol. XI, p. 170","CI","Joellen mcGann","https://farm6.staticflickr.com/5601/15414837010_5c4ea68d1e_b.jpg","https://www.flickr.com/photos/MicroPasts/15414837010","superuser",0.1382,51.4533,"miscellaneous"
"15384","433","Cast Fragment","","British Museum, 96.4-11.163","England,Kent,Canterbury,1869","Canterbury, Canterbury, Kent, UK","51.280233","1.0789088999999876","","None","None","1869","","","","","","","","","","","","","","Joellen mcGann","https://farm4.staticflickr.com/3938/15601270582_f5d16917b4_b.jpg","https://www.flickr.com/photos/MicroPasts/15601270582","superuser",1.0789,51.2802,"miscellaneous"
