"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"4266","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. D XCIX","denmark, provenance unknown","denmark","55.67025","10.33332830","","None","None","None","241","131","34","1399","Lustrous jade patina","","21","Site: Unspecified location in Denmark - geolocation not accurate to 10 kms, , Width: butt 34; edge 131, , Weight: 1398.5 gms","","","Butt damaged, Decoration of fairly heavy lines below centre of face, Deep plain flanges.","","","Joellen mcGann","http://farm4.staticflickr.com/3690/13306381893_3391af7a15_b.jpg","http://www.flickr.com/photos/MicroPasts/13306381893","superuser",10.3333,55.6703,"drawB8"
"4267","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 10183 (1)","denmark, provenance unknown","denmark","55.67025","10.33332830","","None","None","None","189","30","91","736","Green patina; bronze shining through","","19","Site: Unspecified location in Denmark - geolocation not accurate to 10 kms, , Width: butt 30; edge 91, , Thickness: 18.5","","","Well preserved. Flanges plain, only decoration faint ripples.","","","Joellen mcGann","http://farm8.staticflickr.com/7439/13306591264_494bb3ce2b_b.jpg","http://www.flickr.com/photos/MicroPasts/13306591264","superuser",10.3333,55.6703,"drawB8"
"4268","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 10183 (2)","denmark, provenance unknown","denmark","55.67025","10.33332830","","None","None","None","132","27","63","408","","well preserved - dark green","16","Site: unspecified location in Denmark - geolocation not accurate to 10 kms, , Site: below butt 27; edge 63","","","Plain flanges, Shallow cutting edge, No decoration","","","Joellen mcGann","http://farm4.staticflickr.com/3771/13306381213_d4a43b1060_b.jpg","http://www.flickr.com/photos/MicroPasts/13306381213","superuser",10.3333,55.6703,"drawB8"
"4269","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B 3688","denmark; skippinge; varsler","skippinge denmark","55.76575","11.36814117","","None","None","None","197","31","100","701","Dark rusty green.","Moderately preserved.","16","Width: below butt 31; edge 100","","","No decoration. Flanged. Slightly damaged butt.","","","Joellen mcGann","http://farm8.staticflickr.com/7199/13306590244_a4a509217d_b.jpg","http://www.flickr.com/photos/MicroPasts/13306590244","superuser",11.3681,55.7657,"drawB8"
"4270","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. MLXX (a)","denmark; sjaelland (zealand); store heddinge","store headinge, denmark","55.51366","12.14456557","","None","None","None","","","","","","","","","","","Well preserved and beautifully decorated.","Sophus Muller. 'Oldliden Kunst Bronzealderon', p. 3. Fig. 8","","Joellen mcGann","http://farm8.staticflickr.com/7003/13306229485_6a84454fc4_b.jpg","http://www.flickr.com/photos/MicroPasts/13306229485","superuser",12.1446,55.5137,"drawB8"
"4271","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. MLXX (b)","denmark, zealand (sjaelland), store heddinge","store heddinge, denmark","55.30812","12.38762520","","None","None","None","165","28","81","430","","","12","Length: 164.5, , Width: butt 28 (drawn as 25); edge 80.5, , Thickness: 11.5","","","No decoration, Flanges rather slight","","","Joellen mcGann","http://farm3.staticflickr.com/2844/13306380613_b576342605_b.jpg","http://www.flickr.com/photos/MicroPasts/13306380613","superuser",12.3876,55.3081,"drawB8"
"4272","433","","","Nationalmuseet, Copenhagen, No. MLXX (c)","denmark; sjaelland (zealand); store heddinge","store heddinge, denmark","55.30812","12.38762520","","None","None","None","160","29","68","415","","","15","Length: 159.5, , Width: below butt 28.75; edge 67.75 (drawn as 69)","","","No decoration.","","","Joellen mcGann","http://farm4.staticflickr.com/3780/13306380363_00dfc421bc_b.jpg","http://www.flickr.com/photos/MicroPasts/13306380363","superuser",12.3876,55.3081,"drawB8"
"4273","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. MLXX (d)","denmark; sjaelland (zealand); store heddinge","store heddinge, denmark","55.30812","12.38762520","","None","None","None","185","29","94","530","","","12","Width: butt 29, edge 94, , Thickness: 11.5","","","Broad recurved edge. No decoration.","","","Joellen mcGann","http://farm3.staticflickr.com/2815/13306589464_8c06248493_b.jpg","http://www.flickr.com/photos/MicroPasts/13306589464","superuser",12.3876,55.3081,"drawB8"
"4274","433","","","Nationalmuseet, Copenhagen, No. B8068","denmark; sonderhald; skorring","skorring, denmark","56.36348","10.27194000","","None","None","None","137","27","61","435","Luscious green.","","20","Width: below butt 26.5, edge 61, , Thickness: 19.5, ,","","","Flanges bevelled at sides, flattening out on to edge, angle of edge damaged. Faint broad ripples on lower half of face.","","","Joellen mcGann","http://farm8.staticflickr.com/7404/13306589264_f73d84db12_b.jpg","http://www.flickr.com/photos/MicroPasts/13306589264","superuser",10.2719,56.3635,"drawB8"
"4275","433","","","Nationalmuseet, Copenhagen, No. 9036","denmark; vennebjerg; hans; hjorring","hjorrring, denmark","57.54438","9.99261855","","None","None","None","159","18","70","352","","corroded and damaged","21","Site:  Written as Njorning, but appears to be Hjorning Parish in Vennebjerg.  , , Width: butt 18, edge 70","","","Square butt. Very deep flanges curving inwards.","","","Joellen mcGann","http://farm8.staticflickr.com/7319/13306228235_e8abf7ab95_b.jpg","http://www.flickr.com/photos/MicroPasts/13306228235","superuser",9.9926,57.5444,"drawB8"
"4276","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B9037","denmark, vennebjerg h., hans (s.), horring (sch.)","vennebjerg, denmark","57.45091","9.85447780","","None","None","None","119","19","62","208","","very badly corroded","17","Length: 119 (drawn as 117), , Width: butt 19; centre 27; edge 62, , Thickness: 16.5","","","No decoration. One corner of butt damaged: central indentation. Flanges flatten out on to edge and towards butt.","","""Combines 2 Italian characteristics a) indented butt - b) Flanges flatten out on to cutting edge also towards butt.""","Joellen mcGann","http://farm8.staticflickr.com/7028/13306228035_95c749d763_b.jpg","http://www.flickr.com/photos/MicroPasts/13306228035","superuser",9.8545,57.4509,"drawB8"
"4277","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B9038","denmark; vennebjerg; hans; hjorring","hjorring, denmark","57.45718","9.98559980","","None","None","None","44","21","53","267","","","17","Site: Appears to be Hjorring Parish rather than Njorning., , Length: 43.5, , Width: butt 21, edge 52.5","","","Sides of flanges bevelled. No decoration.  Not very well preserved.","","","Joellen mcGann","http://farm3.staticflickr.com/2814/13306379583_a1ab256799_b.jpg","http://www.flickr.com/photos/MicroPasts/13306379583","superuser",9.9856,57.4572,"drawB8"
"4278","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B9039","denmark; vennebjerg; hans; hjorring","hjorring, denmark","57.45718","9.98559980","","None","None","None","","","","376","","","","Site:  Appears to be Hjorring Parish in Vennebjerg rather than Njorring (does not appear to exist).","","","Almost identical with No. B9036, in 2 pieces, broken near butt.","","","Joellen mcGann","http://farm4.staticflickr.com/3814/13306227785_8af41d3567_b.jpg","http://www.flickr.com/photos/MicroPasts/13306227785","superuser",9.9856,57.4572,"drawB8"
"4279","433","","","Nationalmuseet, Copenhagen, No. B5310","denmark; love; saeby","saeby, denmark","57.34189","10.51584243","","None","None","None","227","31","116","847","","","13","Width: butt 31; edge 115.5, , Thickness: 12.5, ,","","","Decoration faint and rather poorly executed. Slight flanges with herringbone pattern extending to faces but not sides.","","","Joellen mcGann","http://farm3.staticflickr.com/2880/13306227405_b57db7ba0d_b.jpg","http://www.flickr.com/photos/MicroPasts/13306227405","superuser",10.5158,57.3419,"drawB8"
"4280","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 3888(d)","denmark; stovring; harridslev","harridslev, denmark","56.50063","10.13141160","","None","None","None","220","36","76","779","Lustrous patina on face drawn.","","14","Width: below butt 36; edge (broken) 75.5","","","Flanges plain. Edge damaged. Face drawn shows herringbone decoration roughly drawn above centre and 5 slight facets below producing 5 angles of intersection. reverse badly damaged and corroded","","","Joellen mcGann","http://farm8.staticflickr.com/7264/13306587494_630edc5c83_b.jpg","http://www.flickr.com/photos/MicroPasts/13306587494","superuser",10.1314,56.5006,"drawB8"
"4281","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 3888 (e)","denmark; stovning, harridslev","harridslev, denmark","56.50063","10.13141160","","None","None","None","205","30","73","621","","","","","","","Seriously decayed and corroded.","","Width: below butt 30; edge 73","Joellen mcGann","http://farm4.staticflickr.com/3795/13306226195_02996050f1_b.jpg","http://www.flickr.com/photos/MicroPasts/13306226195","superuser",10.1314,56.5006,"drawB8"
"4282","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 3887","denmark; stovring; harridslev","harridslev, denmark","56.50063","10.13141160","","None","None","None","337","48","110","1357","","","16","Width: edge 110; butt 48, , Thickness: 15.5, , Note on card that: ""sketch of edge not received.""","","","Plain and corroded. Flanges poorly developed. Square end to butt.  Cutting edge expanded.","","","Joellen mcGann","http://farm8.staticflickr.com/7322/13306586654_b24918d5df_b.jpg","http://www.flickr.com/photos/MicroPasts/13306586654","superuser",10.1314,56.5006,"drawB8"
"4283","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 2870","denmark, no provenance listed","denmark","55.67025","10.33332830","","None","None","None","119","20","57","210","","badly corroded","","Site: Unspecified location in Denmark - geolocation not accurate to 10 kms, , Width: butt 20; edge 57, ,","","","Flanged","","","Joellen mcGann","http://farm4.staticflickr.com/3703/13306377163_ddc6711f38_b.jpg","http://www.flickr.com/photos/MicroPasts/13306377163","superuser",10.3333,55.6703,"drawB8"
"4284","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 6838","denmark (?); no provenance listed.","denmark","55.67025","10.33332830","","None","None","None","139","22","62","365","","","","Width: butt 22, edge 62","","","Flanges bevelled and flattened out on to cutting edge. Rounded butt. Edge expanded.","","","Joellen mcGann","http://farm4.staticflickr.com/3690/13306225485_17c23b6992_b.jpg","http://www.flickr.com/photos/MicroPasts/13306225485","superuser",10.3333,55.6703,"drawB8"
"4285","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 11011","denmark (?); no provenance listed.","","56.22407","10.24530410","","None","None","None","122","22","56","206","","well preserved.","","Width: butt 22; edge 56","","","Markedly waisted. Rounded butt. Edge expanded.  Bevelled flange.","","","Joellen mcGann","http://farm8.staticflickr.com/7345/13306585994_f2a9138702_b.jpg","http://www.flickr.com/photos/MicroPasts/13306585994","superuser",10.2453,56.2241,"drawB8"
"4286","433","Slightly Flanged Axe","","Nationalmuseet, Copenhagen, No. 15102","denmark; no history given.","","56.17517","9.89374160","","None","None","None","104","19","53","176","","","","Width: butt 19; edge 53","","","Very slightly flanged.","","","Joellen mcGann","http://farm8.staticflickr.com/7019/13306376323_5ec90b2a37_b.jpg","http://www.flickr.com/photos/MicroPasts/13306376323","superuser",9.8937,56.1752,"drawB8"
"4287","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 11073","denmark; not listed","","56.22407","9.98163223","","None","None","None","157","18","71","490","","","","Width: butt (broken) 18; edge 71","","","Hopelessly decayed.","","","Joellen mcGann","http://farm4.staticflickr.com/3732/13306376073_2edb1e549e_b.jpg","http://www.flickr.com/photos/MicroPasts/13306376073","superuser",9.9816,56.2241,"drawB8"
"4288","433","Flanged Axe","","","denmark; no history given","","56.22407","10.15741348","","None","None","None","147","14","47","256","","","","Width: butt 14; edge 47","","","Badly decayed.","Nationalmuseet, Copenhagen, No 18186","","Joellen mcGann","http://farm3.staticflickr.com/2886/13306585184_56b01fa951_b.jpg","http://www.flickr.com/photos/MicroPasts/13306585184","superuser",10.1574,56.2241,"drawB8"
"4289","433","Slightly Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark; no history given.","","56.32167","10.15741348","","None","None","None","131","21","57","336","","generally decayed","","Width: butt 21; edge 57","","","Square butt. Scarcely flanged. Slight medial expansion of faces. Cutting edge damaged.","","","Joellen mcGann","http://farm3.staticflickr.com/2808/13306375623_693c25b17f_b.jpg","http://www.flickr.com/photos/MicroPasts/13306375623","superuser",10.1574,56.3217,"drawB8"
"4290","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark; no history given","","56.22407","9.89374160","","None","None","None","138","27","60","292","","","","Width: butt 27, edge 60","","","Badly damaged and decayed, especially butt. Flanges bevelled. Edge expanded.","","","Joellen mcGann","http://farm4.staticflickr.com/3765/13306584704_68c6e7a8cb_b.jpg","http://www.flickr.com/photos/MicroPasts/13306584704","superuser",9.8937,56.2241,"drawB8"
"4291","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark (?)","","56.27290","10.06952285","","None","None","None","118","21","53","206","","","","Width: butt 21; edge 53","","","Butt shallow curve. Edge moderately expanded.","","","Joellen mcGann","http://farm4.staticflickr.com/3784/13306224215_f7160b9e4f_b.jpg","http://www.flickr.com/photos/MicroPasts/13306224215","superuser",10.0695,56.2729,"drawB8"
"4292","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark (?); no history given.","","56.22407","9.98163222","","None","None","None","130","25","63","320","","","","Width: butt 25; edge 63","","","Square butt (? cut after manufacture); Shallow edge (? worn down).","","","Joellen mcGann","http://farm8.staticflickr.com/7077/13306223545_45f1a98173_b.jpg","http://www.flickr.com/photos/MicroPasts/13306223545","superuser",9.9816,56.2241,"drawB8"
"4293","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark","","66.65664","-5.48711778","","None","None","None","106","20","51","151","","","10","Site: Denmark, geolocation accuracy more than 10km , , Length: 105.5, , Width: butt 19.5; edge 51","","","Very badly decayed., Butt notched, one angle slightly damaged.","","""moderated butt, Italian characteristics""","Joellen mcGann","http://farm8.staticflickr.com/7441/13306223465_b2885826d0_b.jpg","http://www.flickr.com/photos/MicroPasts/13306223465","superuser",-5.4871,66.6566,"drawB8"
"4294","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. ?","denmark, no details given","","56.17517","10.24530410","","None","None","None","113","24","60","275","","","","Site: Denmark only, not accurate to 10 km, , Widthe: butt 24; edge 60","","","Flanges widest below middle. flattening out on to edge. Rounded butt.","","","Joellen mcGann","http://farm8.staticflickr.com/7195/13306583664_0d37252c66_b.jpg","http://www.flickr.com/photos/MicroPasts/13306583664","superuser",10.2453,56.1752,"drawB8"
"4295","433","","","Nationalmuseet, Copenhagen, No. B3240","denmark, jutland, aarhus, vinding, skjellerup","skjellerup, denmark","56.62802","9.86270900","","None","None","None","150","29","65","363","","","","Weight: 362.5","","","Butt rounded and corroded., Sides only slightly flanged.","","","Joellen mcGann","http://farm3.staticflickr.com/2815/13306374203_712fbdd32e_b.jpg","http://www.flickr.com/photos/MicroPasts/13306374203","superuser",9.8627,56.628,"drawB8"
"4296","433","Flanged Axe","","Nationalmuseet, Copenhagen, B9092","denmark, funen island (fyn), bogense","bogense, denmark","55.57256","10.09551823","","None","None","None","148","24","65","360","","hopelessly decayed","","Width: butt 24; edge 65","","","Squared butt","","","Joellen mcGann","http://farm8.staticflickr.com/7127/13306583184_b26b9b082c_b.jpg","http://www.flickr.com/photos/MicroPasts/13306583184","superuser",10.0955,55.5726,"drawB8"
"4297","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B3621","denmark, marus hendred sjall, draaby","draaby, denmark","55.84086","11.98874928","","None","None","None","130","18","69","252","","","","Site: There are several locations called Draaby in Denmark.  The inserted notes placing the location in Zealand District suggest the location is ""Over Draaby"" which has been marked in the geolocater.  However, there is a Draaby in Jutland as well., , Width: butt 18; edge 64","","","Butt squared. Edges flatten out on to cutting edge.","","","Joellen mcGann","http://farm8.staticflickr.com/7302/13306373783_225da92be2_b.jpg","http://www.flickr.com/photos/MicroPasts/13306373783","superuser",11.9887,55.8409,"drawB8"
"4298","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. 10464","denmark, hjelmslev, skannerup","skannerup, denmark","56.21006","9.74299113","","None","None","None","171","26","68","405","","Well preserved.","15","Site: appears to be Skannerup in Hjelmslev, rather than Skanderup which is not in Hjelmselv., , Width: below butt 26; edge 68, , Thickness: Flange 14.5, Rudimentary shoulder 9","","","Flanges extend only about 3/8 of length.","","""Pattern common in Italy"" (?)","Joellen mcGann","http://farm4.staticflickr.com/3729/13306373563_f72cc3704b_b.jpg","http://www.flickr.com/photos/MicroPasts/13306373563","superuser",9.743,56.2101,"drawB8"
"4299","433","","","Nationalmuseet, Copenhagen, No. B4077","denmark, jutland, randbol, bindeballe","bindeballe, denmark","55.65665","9.26008990","","None","None","None","110","19","47","138","","badly decayed","","Site: Appears to be Bindeballe in Randbol - Bindeboele as on card does not appear to exist., , Width: below butt 19 ; edge 47","Square butt. Edge apparently worn.","","","","","Joellen mcGann","http://farm8.staticflickr.com/7005/13306373683_8772ba7652_b.jpg","http://www.flickr.com/photos/MicroPasts/13306373683","superuser",9.2601,55.6566,"drawB8"
"4300","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B7857","denmark, jutland, randers norre, drum? qvum?","randers no, denmark","56.49602","10.14828174","","None","None","None","153","21","64","243","bright copper colour","cracked and bent","","Site: cannot find Qvum or Drum in Denmark, but have located Randers NO in Jutland., , Length: 152.5, , Width: butt 21; edge 64","","","Rounded butt. Deep expanded cutting edge. Sides waisted.","","","Joellen mcGann","http://farm8.staticflickr.com/7054/13306221685_d8440239d4_b.jpg","http://www.flickr.com/photos/MicroPasts/13306221685","superuser",10.1483,56.496,"drawB8"
"4301","433","Flanged Axe","","Nationalmuseet, Copenhagen, B 3942","denmark, langeland island, langelands norre, snode","snode, denmark","55.08180","10.90939480","","None","None","None","97","18","46","114","","","","Width: butt 18; edge 46, ,","","","Rounded butt, shallow in curve. Flanges flattening out on to expanded cutting edge. Greatest thickness above middle.","","","Joellen mcGann","http://farm3.staticflickr.com/2831/13306221325_97f4f32733_b.jpg","http://www.flickr.com/photos/MicroPasts/13306221325","superuser",10.9094,55.0818,"drawB8"
"4302","433","Flanged Axe","","Nationalmuseet, Copenhagen, No. B 2956","denmark, vends, balslev","balslev, denmark","55.42562","9.89599093","","None","None","None","148","24","56","399","","badly decayed","","Site: Balslev is in Vends, not Nends as on the card. This was corrected., , Width: butt 24 ; edge 56","","","Butt rounded. Flanges flatten out on to cutting edge, which has been worn by use.","","","Joellen mcGann","http://farm8.staticflickr.com/7236/13306221115_9917160c5e_b.jpg","http://www.flickr.com/photos/MicroPasts/13306221115","superuser",9.896,55.4256,"drawB8"
"4303","433","Flanged Axe","","Nationalmuseet, Copenhagen, B6678","denmark, skippinge, bjergsted","bjergsted, denmark","55.66686","11.35173732","","None","None","None","131","30","63","329","","","","Site: Appears to be Bjergsted in Skippinge District (and not Bjergster on card)., , Width: butt 30; edge 63","","","Flanges slight, keeled. Butt rounded. Face of axe in 3 planes, A, B, C with 2 lines of intersection.  Cutting edge apparently reduced by wear.","","","Joellen mcGann","http://farm8.staticflickr.com/7408/13306372243_704727f958_b.jpg","http://www.flickr.com/photos/MicroPasts/13306372243","superuser",11.3517,55.6669,"drawB8"
