"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"11023","243","Arrow heads.","","Sold at Sotheby's - 22nd / July 1926.,Lot 199.,owner unknown","locality unknown","","54.70235","-3.276575","","None","None","None","A 90,B 102.5,C 93,D 67.5,E 47","A 18,B 18.5, 17,C 18,D 16,E 17.5","","","","A Smooth, dark brown bronze, some medium green patina,B cleaned. Dark Indian Red Colour, which may be the remains of patina,C Smooth brownish colour. Some grey green patina.,D Smooth, slight powdery, light green patina on dark bronze,E Smooth, light green patina, partly covered with soil.","A 8,B 12, 8.5,C 11,D 8.5,E 12","No accuracy on geolocation reference.,5 side profile drawings of arrow heads on reverse as follows.,A with text ""8mm thick"" pointing to midrib and ""tang bent"" pointing to tang near blade. Tang quite long, barbed, pointed tip.,B with text 12mm thick pointing to blade where it meets tang. Also a top cross section profile of blade which is diamond shaped. Tang is quite long, and merges into blade where it wraps around to barbs.,C with text ""11mm thick"" pointing to blade just above tang, and ""tang bent"" pointing to tang just below blade, tang and barbs quite long.,D with text ""8.5mm thick"" pointing to blade at tang., tang is drawn bent to one side, barbs extant but blunted and worn down. Blade triangular with some chips and blunted, square tip.,E with text ""12mm thick"" pointing to bottom of blade where it meets tang. Very triangular shaped, tanged with no barbs.,Also text on reverse of card ""All sections similar to section of B"" referring to diamond-shaped top cross-section.","","","","","Also one other in this lot. made of iron. (not drawn)","Jeff Okazaki","https://farm6.staticflickr.com/5581/14903142326_8df4154a0b_b.jpg","https://www.flickr.com/photos/MicroPasts/14903142326","superuser",-3.2766,54.7024,"arrowheads"
"11024","64","Arrow Heads","","Sold at Sotheby's 22nd July 1926.,Owner unknown,Lot 198","locality unknown","","54.70235","-3.276575","","None","None","None","A: 70,B: 76,C: 90","A: 14,B 19, C 16","","","A: Dark green patina,B: Dark green patina","A: Smooth. Slightly encrusted.,B: Encrusted over with whitish soil. C: Cleaned. No patina. Dark blackish brown colour. Tang is bent at end","A: 10,B 11,C 10","","","","","","Similar in sections to those in Lot 199. There is another in this lot but made of iron not drawn,(2 cards)","Hugh Fiske","https://farm6.staticflickr.com/5553/14925780612_61b20a468b_b.jpg","https://www.flickr.com/photos/MicroPasts/14925780612","superuser",-3.2766,54.7024,"arrowheads"
"11025","64","Arrow heads","","Sold at Sotheby's 22nd July 1926.,owner unknown,Lot 198","locality unknown","","54.70235","-3.276575","","None","None","None","A: 79,B: 93.5","A: 22. 18,B: 18. 14","","","A: matte medium green patina,B: Slightly matte green patina over dark bronze","A: Smooth. slightly corrosive. Some bubble holes on blade,B: Smooth.","A: 5. 10,B: 7. 10.5","","","","","","There is another in this lot, but made of iron,not drawn,(2 cards)","Hugh Fiske","https://farm6.staticflickr.com/5589/14739523798_fc6e73b8a2_b.jpg","https://www.flickr.com/photos/MicroPasts/14739523798","superuser",-3.2766,54.7024,"arrowheads"
"11026","64","Arrow heads","","Sold at Sotheby's 22nd July 1926.,owner unknown,Lot 200","locality unknown","","54.70235","-3.276575","","None","None","None","A: 20.5,B: 76,C: 68","A: 9,B: 10.5,C: 21","","","","","A: -,B: 1,C: 8.5","","","","Dark bronze nearly covered with encrusted dark green patina. Small hole in blade through which is a ring holding label.,B: In centre of blade is a hole* or depression now filled with a lighter green coloured patina. Smooth thick medium green patina. *Smaller other side,C: Smooth. Dark brown thin patina partly covered with light grey green","","There is another card for this lot (1 item is Roman, & another made of iron) not drawn","Hugh Fiske","https://farm4.staticflickr.com/3845/14739469850_8908ba45d4_b.jpg","https://www.flickr.com/photos/MicroPasts/14739469850","superuser",-3.2766,54.7024,"arrowheads"
"11027","64","Arrow Head","","Carlisle Museum 248,R.F.412","locality unknown","","54.70235","-3.276575","","None","None","None","82","25","","24.4","Bronze","Slightly pitted","2","","","","","","","Hugh Fiske","https://farm6.staticflickr.com/5580/14903143146_9a286cefe4_b.jpg","https://www.flickr.com/photos/MicroPasts/14903143146","superuser",-3.2766,54.7024,"arrowheads"
"11028","64","Arrow-head","","B'ham Natural History Museum","","","54.70235","-3.276575","","None","None","None","45","","","7","","","","","Bronze","","","","No particulars on this whatever","Hugh Fiske","https://farm4.staticflickr.com/3924/14923057561_8d01561882_b.jpg","https://www.flickr.com/photos/MicroPasts/14923057561","superuser",-3.2766,54.7024,"arrowheads"
"11029","64","Arrowheads","","Museum Observatory Dumfries","locality unknown","","54.70235","-3.276575","","None","None","None","A: 28,B: 29,C: 36,D: 38","A: blade 10 socket 6,B: blade 11 socket 6,C: blade 10 socket 6,D: blade 12 socket 9","","","","","","","","","A: Flanged. broken tip,B: Light green patina,C: Good condition sharp edges & point,D: broken & cracked. corroded","Reports on Local Museums in Scotland. Anderson & Black 1887. p415-6","","Hugh Fiske","https://farm6.staticflickr.com/5569/14923057911_a914f9724f_b.jpg","https://www.flickr.com/photos/MicroPasts/14923057911","superuser",-3.2766,54.7024,"arrowheads"
"11030","64","Arrow head","","Peabody Museum,Harvard University,Cambridge. Mass.,Bequest of Prof. Hy. W. Haynes 1912","locality unknown","","54.70235","-3.276575","","None","None","None","35","10.5 blade","","","rough patina in places","","","","","","Edges damaged. One flange bent over.","","","Hugh Fiske","https://farm6.staticflickr.com/5573/14739524648_50d63479d3_b.jpg","https://www.flickr.com/photos/MicroPasts/14739524648","superuser",-3.2766,54.7024,"arrowheads"
"11031","64","Arrow head","","Peabody Museum,Harvard University,Cambridhe. Mass.,Bequest of Prof. Hy. W. Haynes 1912","locality unknown","","54.70235","-3.276575","","None","None","None","28","blade 11","","","very heavy","","","","","","","","","Hugh Fiske","https://farm4.staticflickr.com/3883/14903143836_7df6b1a470_b.jpg","https://www.flickr.com/photos/MicroPasts/14903143836","superuser",-3.2766,54.7024,"arrowheads"
"11032","64","Arrow head","","Peabody Museum,E2350,, , Harvard University,Cambridge Mass,Bequest of Prof. Hy. W. Haynes. 1912","locality unknown","","54.70235","-3.276575","","None","None","None","47","blade 17","","","medium","","4.5 blade","","","","","","","Hugh Fiske","https://farm6.staticflickr.com/5566/14739524758_1f9d736e36_b.jpg","https://www.flickr.com/photos/MicroPasts/14739524758","superuser",-3.2766,54.7024,"arrowheads"
"11033","64","Arrow head","","Peabody Museum,E2233,Harvard Museum,Cambridge. Mass.,Bequest of Prof. Hy. W. Haynes. 1912","locality unknown","","54.70235","-3.276575","","None","None","None","32","blade 12","","","medium","","","","","","","","","Hugh Fiske","https://farm6.staticflickr.com/5559/14739470750_6ed32c695f_b.jpg","https://www.flickr.com/photos/MicroPasts/14739470750","superuser",-3.2766,54.7024,"arrowheads"
"11034","64","ARROWHEAD","","PRIVATE (1999) Pritchard, Mr D,20 Rushton Crescent, Bournemouth,BH3 7AF","unknown","","54.70235","-3.276575","","None","None","None","79,length of tang 35","blade width 16","","8","","","","Modern card, fields do not match data entry template, ,","","","Typology: Arrowhead, tanged with square section tang terminating in flattened end,, , Condition: complete","","","Hugh Fiske","https://farm4.staticflickr.com/3897/14926141495_465ebba22c_b.jpg","https://www.flickr.com/photos/MicroPasts/14926141495","superuser",-3.2766,54.7024,"arrowheads"
"11035","64","Arrow heads","","Sold at Sotheby's 22nd July 1926.,owner unknown,Lot 200","locality unknown","","54.70235","-3.276575","","None","None","None","A: 94,B: 99","A: 18,B: 17.25","","","A: Some reddish brown patina,B: Thin reddish brown patina & dark bronze tang","A: Cleaned. dark golden bronze.,B: Smooth","A: 9. 3. 11.5,B: 9.75","","","","","","There is another card for this lot (1 item is Roman & another made of iron),not drawn","Hugh Fiske","https://farm6.staticflickr.com/5569/14739471030_ff505ccf2b_b.jpg","https://www.flickr.com/photos/MicroPasts/14739471030","superuser",-3.2766,54.7024,"arrowheads"
"11036","64","ARROWHEAD","","?","england,lancastershire,nateby,found in a field","","54.70235","-3.276575","","None","None","None","","","","","","","","","reported to be of copper","","Barbed and tanged Arrowhead","","info from Dr A J White,Lancaster Museums Service","Hugh Fiske","https://farm6.staticflickr.com/5561/14923053291_75755888d9_b.jpg","https://www.flickr.com/photos/MicroPasts/14923053291","superuser",-3.2766,54.7024,"arrowheads"
"11037","243","Arrowhead.","{Red Dot}","National Museum of Wales. 15. 277/3,donor Miss. Emily Talbot","wales.,glamorgan,penard,langrove","penarth","51.43597","-3.173302","","None","None","None","54","","blade (at section) 16.5","14.17","dark green","Smooth with slt. encrustment of emerald green at the point.","8,10.5","Limited confidence in geolocation accuracy.,Penard is written over ""Langrove Goven""? on Site.,2 cross section drawings of arrowhead on reverse.,2 bladed with midrib?,Tanged,Barbed, but one barb has been completely broken away and lost.,Side profile is fairly triangular with intact tip.","","One of a hoard","","Pw, No. 535","","Jeff Okazaki","https://farm4.staticflickr.com/3838/14739519088_4d43b9893a_b.jpg","https://www.flickr.com/photos/MicroPasts/14739519088","superuser",-3.1733,51.436,"arrowheads"
"11038","243","Arrowhead.","{Red Dot}","National Museum of Wales. 15. 277/3,donor Miss Emily Talbot","wales.,glamorgan,penard,langrove","penarth","51.43597","-3.173302","","None","None","None","54","","blade (at section) 16.5","14.17","dark green","smooth with slt. encrustment of emerald green at the point.","8,10.5","Limited confidence in geolocation accuracy.,Card is exact duplicate of - https://www.flickr.com/photos/MicroPasts/14739519088/sizes/k/","","One of a hoard","","Pw, No. 535","","Jeff Okazaki","https://farm4.staticflickr.com/3918/14728948380_c2aab1b7f6_b.jpg","https://www.flickr.com/photos/MicroPasts/14728948380","superuser",-3.1733,51.436,"arrowheads"
"11039","243","ARROWHEAD","","?","england,lancastershire,nateby","nateby","54.45696","-2.347274","","None","None","None","","","","","","","","No drawing on reverse.,Card is an exact duplicate of another in this set.","reported to be of copper","","Barbed and tanged Arrowhead","info from Dr A S White,Lancaster Museum Senate","","Jeff Okazaki","https://farm4.staticflickr.com/3859/14729052657_775a07a3fe_b.jpg","https://www.flickr.com/photos/MicroPasts/14729052657","superuser",-2.3473,54.457,"arrowheads"
